Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|NG_060546.1|+|1-1194|ARO:3006650|PDC-276	PDC-276	3006650	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060547.1|+|1-1194|ARO:3006651|PDC-277	PDC-277	3006651	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060549.1|+|1-1194|ARO:3006653|PDC-279	PDC-279	3006653	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	12.65	151	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049902.1|+|1-1194|ARO:3006670|PDC-30	PDC-30	3006670	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060545.1|+|1-1194|ARO:3006671|PDC-300	PDC-300	3006671	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_061624.1|+|1-1194|ARO:3006676|PDC-305	PDC-305	3006676	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_062260.1|+|1-1194|ARO:3006679|PDC-309	PDC-309	3006679	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_062302.1|+|1-1194|ARO:3006685|PDC-315	PDC-315	3006685	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_063888.1|+|1-1194|ARO:3006687|PDC-317	PDC-317	3006687	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.37	88	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066525.1|+|1-1197|ARO:3006688|PDC-318	PDC-318	3006688	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.09	37	0.00	*	1197	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066527.1|+|1-1197|ARO:3006691|PDC-320	PDC-320	3006691	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1197	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066534.1|+|1-1194|ARO:3006696|PDC-327	PDC-327	3006696	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	6.62	79	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066537.1|+|1-1194|ARO:3006700|PDC-330	PDC-330	3006700	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.52	42	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049906.1|+|1-1194|ARO:3006709|PDC-34	PDC-34	3006709	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065893.1|+|1-1194|ARO:3006711|PDC-341	PDC-341	3006711	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065894.1|+|1-1194|ARO:3006712|PDC-342	PDC-342	3006712	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065895.1|+|1-1194|ARO:3006713|PDC-343	PDC-343	3006713	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	7.79	93	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065910.1|+|1-1194|ARO:3006727|PDC-358	PDC-358	3006727	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	8.38	100	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065911.1|+|1-1194|ARO:3006728|PDC-359	PDC-359	3006728	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049908.1|+|1-1194|ARO:3006729|PDC-36	PDC-36	3006729	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065916.1|+|1-1194|ARO:3006734|PDC-364	PDC-364	3006734	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065919.1|+|1-1194|ARO:3006737|PDC-367	PDC-367	3006737	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.10	37	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065920.1|+|1-1194|ARO:3006738|PDC-368	PDC-368	3006738	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049909.1|+|1-1194|ARO:3006740|PDC-37	PDC-37	3006740	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065930.1|+|1-1194|ARO:3006748|PDC-378	PDC-378	3006748	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068031.1|+|1-1194|ARO:3006761|PDC-391	PDC-391	3006761	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068036.1|+|1-1194|ARO:3006765|PDC-396	PDC-396	3006765	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	5.28	63	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068037.1|+|1-1194|ARO:3006766|PDC-397	PDC-397	3006766	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049913.1|+|1-1194|ARO:3006769|PDC-40	PDC-40	3006769	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068191.1|+|1-1194|ARO:3006773|PDC-403	PDC-403	3006773	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068195.1|+|1-1194|ARO:3006777|PDC-407	PDC-407	3006777	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	12.65	151	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068196.1|+|1-1194|ARO:3006778|PDC-408	PDC-408	3006778	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.76	33	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068202.1|+|1-1194|ARO:3006783|PDC-414	PDC-414	3006783	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068206.1|+|1-1137|ARO:3006787|PDC-418	PDC-418	3006787	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.87	44	0.00	*	1137	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070188.1|+|1-1194|ARO:3006792|PDC-422	PDC-422	3006792	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070193.1|+|1-1194|ARO:3006797|PDC-427	PDC-427	3006797	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070201.1|+|1-1194|ARO:3006804|PDC-435	PDC-435	3006804	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	7.96	95	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070205.1|+|1-1194|ARO:3006807|PDC-439	PDC-439	3006807	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	7.12	85	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070209.1|+|1-1194|ARO:3006811|PDC-443	PDC-443	3006811	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070217.1|+|1-1194|ARO:3006818|PDC-451	PDC-451	3006818	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070229.1|+|1-1194|ARO:3006822|PDC-455	PDC-455	3006822	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.85	34	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070752.1|+|101-1294|ARO:3006824|PDC-457	PDC-457	3006824	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073478.1|+|1-1194|ARO:3006833|PDC-467	PDC-467	3006833	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073480.1|+|1-1194|ARO:3006835|PDC-469	PDC-469	3006835	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073481.1|+|1-1194|ARO:3006836|PDC-470	PDC-470	3006836	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.19	50	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073489.1|+|1-1179|ARO:3006839|PDC-473	PDC-473	3006839	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.73	44	0.00	*	1179	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073491.1|+|1-1194|ARO:3006841|PDC-475	PDC-475	3006841	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073492.1|+|1-1194|ARO:3006842|PDC-476	PDC-476	3006842	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.60	31	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049956.1|+|1-1194|ARO:3006852|PDC-99	PDC-99	3006852	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	35	0	35	4.69	56	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049975.1|+|101-988|ARO:3006979|RAHN-1	RAHN-1	3006979	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	1	0	1	4.62	41	0.00	*	888	RAHN beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_050144.1|+|101-1237|ARO:3006999|SST-1	SST-1	3006999	protein homolog model	CARD	CARD curation	no data	no data	Serratia marcescens	2	0	2	26.56	302	12.50	*	1137	SST beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_050307.1|+|1-861|ARO:3006139|TEM-98	TEM-98	3006139	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	4	0	4	58.54	504	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|FJ768952.1|+|0-1488|ARO:3000237|TolC	TolC	3000237	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	688	0	688	42.94	639	32.32	*	1488	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|4707534-4710624|ARO:3000808|MexI	MexI	3000808	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	26	0	26	49.58	1532	49.50	*	3090	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|4120468-4121107|ARO:3003710|MexL	MexL	3003710	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	35.37	226	60.00	*	639	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|CP001840.1|-|1610636-1613960|ARO:3003730|Bbif_ileS_MUP	Bifidobacterium bifidum ileS conferring resistance to mupirocin	3003730	protein homolog model	CARD	CARD curation	no data	no data	Bifidobacterium bifidum	11	0	11	12.85	427	35.45	*	3324	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin-like antibiotic	antibiotic target alteration
gb|U00096.3|-|2306971-2308615|ARO:3003952|YojI	YojI	3003952	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	93	0	93	53.89	886	47.68	*	1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bado_rpoB_RIF	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	CARD	CARD curation	no data	no data	Bifidobacterium adolescentis	503	0	503	39.34	1401	36.12	*	3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
gb|KF478993.1|-|4909-5947|ARO:3002941|vanS_in_vanO_cl	vanS gene in vanO cluster	3002941	protein homolog model	CARD	CARD curation	no data	no data	Rhodococcus hoagii	6	0	6	21.48	223	35.67	*	1038	vanS; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
gb|KF478993.1|-|6002-6704|ARO:3002930|vanR_in_vanO_cl	vanR gene in vanO cluster	3002930	protein homolog model	CARD	CARD curation	no data	no data	Rhodococcus hoagii	15	0	15	88.32	620	49.07	*	702	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
gb|MH473150.1|+|0-1494|ARO:3005121|lsaD	lsaD	3005121	protein homolog model	CARD	CARD curation	no data	no data	Lactococcus garvieae	2	0	2	19.34	289	60.00	*	1494	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
gb|MW854031.1|+|0-1140|ARO:3007085|PRC-1	PRC-1	3007085	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas wenzhouensis	3	0	3	3.86	44	16.00	*	1140	PRC beta-lactamase	cephalosporin; penam	antibiotic inactivation
gb|X53401.1|+|0-1992|ARO:3002891|otr(A)S.rim	Streptomyces rimosus otr(A)	3002891	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces rimosus	1	0	1	3.87	77	33.00	*	1992	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
gb|M74049.1|+|342-2262|ARO:3007127|otr(A)S.liv	Streptomyces lividans otr(A)	3007127	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces lividans	1	0	1	2.29	44	60.00	*	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
gb|AB858498.1|+|0-864|ARO:3007199|PAM-1	PAM-1	3007199	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas alcaligenes	2	0	2	17.59	152	0.00	*	864	PAM beta-lactamase	carbapenem; cephalosporin	antibiotic inactivation
gb|CP018074.1|+|518413-519844|ARO:3007209|Sven_rox	Streptomyces venezuelae rox	3007209	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces venezuelae	7	0	7	22.15	317	42.57	*	1431	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
gb|AP006618.1|+|3747376-3748798|ARO:3007210|Nfar_rox	Nocardia farcinica rox	3007210	protein homolog model	CARD	CARD curation	no data	no data	Nocardia farcinica	1	0	1	3.09	44	40.00	*	1422	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
gb|FR845719.1|-|6559170-6561339|ARO:3007208|HelR	HelR	3007208	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces venezuelae	21	0	21	41.86	908	47.48	*	2169	helicase-like RNA polymerase protection protein	rifamycin antibiotic	antibiotic target protection
